background,x,y,elev,ndvi,slope,canopy_h,bio1,bio2,dist_patrol,dist_rd,dist_vlg,dist_water
background,95.4851172933168,25.7328183931409,154.493655788334,0.718445700749593,2.86354976142141,21.9169047290605,23.6697321518485,23.6697321518485,5424.65692763119,7971.1529712752,3573.69805707242,1074.35135217839
background,95.6913332933168,25.7317343931409,180.344981149364,0.495011330944964,12.6466740766095,11.6685046671486,23.4717870520432,23.4717870520432,17941.3340472657,18772.468968563,24142.5623907887,48.8760987991261
background,95.6665992933168,25.6813283931409,241.43422322605,0.686639722980163,6.58971637674135,33.7213662748271,23.4924385895896,23.4924385895896,15022.488208772,12931.6713952852,22147.2577678506,1685.96022930014
background,95.5465052933168,25.6759083931409,208.362339639694,0.682890980517514,5.73754727446375,30.9244324867037,23.6376737921005,23.6376737921005,3507.85845410838,9075.40502228269,10946.5050249398,804.292624340629
background,95.4672372933168,25.6726563931409,152.619526618505,0.749105696905259,1.42825105072894,15.7623174254602,23.7892305564306,23.7892305564306,5574.09845919077,2877.60811580164,4676.06559467161,345.76337670108
background,95.6466332933168,25.6544993931409,219.747230241221,0.68229538262763,3.85210001162934,32.0186518115292,23.5488286112611,23.5488286112611,13665.8735246803,9432.30740082817,21082.8036350977,1105.84903483567
background,95.5703452933168,25.6466403931409,205.457018207541,0.69863471582518,3.51885520587404,30.4178411006701,23.6148707671693,23.6148707671693,7433.69183330562,5365.6918900712,14706.4822174065,1701.78083690595
background,95.6829892933168,25.6428463931409,249.74801086215,0.729338155889533,1.22025531103183,33.6319535583044,23.475791690628,23.475791690628,17539.5489829455,11825.7402430619,24955.1163132724,606.612980312562
background,95.6326272933168,25.6417623931409,220.578618179461,0.662872047393759,3.81706263380417,31.8369144773186,23.5982735158415,23.5982735158415,12906.0394314123,7445.1595774966,20367.578400482,708.131072059937
background,95.8078512933168,25.6225213931409,209.189148693806,0.741961636176415,4.72910571871116,24.6922027665111,23.5356248717839,23.5356248717839,30202.6553125968,13833.2751661571,30196.2960421085,1551.72482625791
