Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
5.33985E-9,0.000000534,0.000000069,0.8,0.047516199,0
5.75032E-9,0.000001109,0.000000075,0.792857143,0.047516199,0
8.58738E-9,0.000002572,0.000000111,0.778571429,0.047516199,0
3.20261E-8,0.000012637,0.000000415,0.742857143,0.047516199,0
3.82816E-8,0.00002694,0.000000496,0.714285714,0.047516199,0
8.12558E-8,0.000057676,0.000001053,0.678571429,0.047516199,0
1.24302E-7,0.00010051,0.000001611,0.65,0.047516199,0
1.79733E-7,0.00025058,0.000002329,0.578571429,0.047516199,0
5.8729E-7,0.000552901,0.000007611,0.514285714,0.047516199,0
1.44387E-6,0.001077777,0.000018711,0.478571429,0.047516199,0
2.55213E-6,0.002618049,0.000033072,0.428571429,0.047516199,0
6.71744E-6,0.005357293,0.000087044,0.378571429,0.047516199,0
1.30907E-5,0.010024533,0.000169615,0.35,0.049676026,0
3.59833E-5,0.025586066,0.000466091,0.307142857,0.05399568,0
6.52694E-5,0.051831432,0.000845113,0.271428571,0.05399568,0
2.03268E-4,0.112611452,0.002627232,0.235714286,0.060475162,0
4.08662E-4,0.222073838,0.005267971,0.214285714,0.073434125,0
6.6616E-4,0.305234869,0.0085589,0.2,0.07775378,0
1.13283E-3,0.466577797,0.014467955,0.192857143,0.086393089,0
1.32361E-3,0.526454545,0.01686344,0.185714286,0.095032397,0
1.59751E-3,0.610726268,0.020282251,0.185714286,0.099352052,0
2.05427E-3,0.864775278,0.02593107,0.178571429,0.110151188,0
2.31846E-3,0.924697051,0.029168637,0.171428571,0.114470842,0
2.73846E-3,1.019959771,0.0342716,0.171428571,0.118790497,0
3.28657E-3,1.144277754,0.04085084,0.171428571,0.127429806,0
3.55834E-3,1.205919783,0.044079968,0.171428571,0.13174946,0
3.79555E-3,1.359399308,0.046880782,0.164285714,0.136069114,0
4.03327E-3,1.608519919,0.049671083,0.164285714,0.140388769,0
4.63769E-3,1.827919729,0.056692685,0.157142857,0.142548596,0
5.23896E-3,2.025811041,0.063575559,0.157142857,0.153347732,0
5.92825E-3,2.303601795,0.071343498,0.15,0.164146868,0
6.58991E-3,2.880808416,0.07867969,0.15,0.168466523,0
6.93557E-3,3.574365157,0.082466312,0.142857143,0.168466523,0
7.04832E-3,3.883574315,0.083694751,0.135714286,0.17062635,0
7.19804E-3,4.294168944,0.085320902,0.135714286,0.172786177,0
7.71867E-3,4.508384953,0.090930951,0.128571429,0.174946004,0
8.71246E-3,4.917288513,0.101450781,0.128571429,0.183585313,0
9.50913E-3,5.245081989,0.109709695,0.128571429,0.18574514,0
9.90456E-3,6.235537901,0.113752913,0.121428571,0.18574514,0
1.02926E-2,6.611885457,0.117685533,0.114285714,0.18574514,0
1.10433E-2,7.339872577,0.125194379,0.114285714,0.187904968,0
1.2228E-2,7.714754587,0.136787732,0.107142857,0.190064795,0
1.32266E-2,8.030732133,0.146323429,0.107142857,0.192224622,0
1.40114E-2,8.279085473,0.153671739,0.107142857,0.194384449,0
1.61457E-2,8.954440966,0.173029127,0.107142857,0.198704104,0
1.99652E-2,10.95095886,0.205548065,0.1,0.198704104,0
2.01436E-2,11.597853949,0.20700511,0.092857143,0.198704104,0
2.05316E-2,13.004120471,0.210154174,0.092857143,0.200863931,0
2.14995E-2,13.866894114,0.217902655,0.085714286,0.200863931,0
2.31261E-2,15.316727374,0.230586623,0.085714286,0.203023758,0
2.43526E-2,17.751983411,0.239882228,0.078571429,0.203023758,0
2.56568E-2,18.436766583,0.249524009,0.071428571,0.207343413,0
2.72478E-2,19.272084036,0.260959196,0.071428571,0.20950324,0
3.00821E-2,20.760197263,0.280490333,0.071428571,0.211663067,0
3.1311E-2,23.6877781,0.288640938,0.064285714,0.211663067,0
3.14001E-2,23.900210802,0.289225186,0.064285714,0.213822894,0
3.69245E-2,25.962484271,0.323641317,0.057142857,0.213822894,0
3.85035E-2,26.551961607,0.332874646,0.057142857,0.215982721,0
4.25202E-2,28.051391614,0.355263038,0.057142857,0.218142549,0
4.56551E-2,32.754631445,0.371719552,0.05,0.220302376,0
4.61771E-2,37.372344741,0.374378656,0.042857143,0.220302376,0
4.78149E-2,39.133314543,0.382576871,0.035714286,0.220302376,0
5.09122E-2,42.463560084,0.397507689,0.035714286,0.222462203,0
5.74519E-2,44.593029306,0.426776577,0.028571429,0.222462203,0
6.25276E-2,46.245805737,0.447604575,0.028571429,0.22462203,0
7.34774E-2,49.811304244,0.487756486,0.028571429,0.226781857,0
8.25497E-2,58.066270419,0.516853059,0.021428571,0.226781857,0
1.05219E-1,68.588145036,0.57690459,0.014285714,0.226781857,0
1.34489E-1,72.989513561,0.635416011,0.007142857,0.226781857,0
1.34619E-1,73.009073474,0.635639941,0.007142857,0.228941685,0
1.62061E-1,77.135413266,0.677435431,0.007142857,0.231101512,0
1.99632E-1,82.784813004,0.721217953,0.007142857,0.233261339,0
2.06717E-1,83.850307703,0.728176524,0.007142857,0.235421166,0
2.95069E-1,97.135627588,0.792695188,0.007142857,0.237580994,0
3.14119E-1,100,0.802787492,0.007142857,0.239740821,0
3.371E-1,100,0.813727671,0,0.239740821,0
4.49779E-1,100,0.853559346,0,0.241900648,0
6.99508E-1,100,0.900645259,0,0.244060475,0
7.46579E-1,100,0.906322722,0,0.246220302,0
8.08863E-1,100,0.912907732,0,0.24838013,0
8.96909E-1,100,0.920779988,0,0.250539957,0
9.40065E-1,100,0.924140874,0,0.252699784,0
1E0,100,0.928361794,0,0.254859611,0
