Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.72325E-7,0.000017232,0.00000569,0.877142857,0.017278618,0
1.88054E-7,0.000036038,0.000006209,0.874285714,0.017278618,0
2.28708E-7,0.000058909,0.000007552,0.871428571,0.017278618,0
2.35158E-7,0.000105756,0.000007764,0.865714286,0.017278618,0
3.23228E-7,0.000259043,0.000010672,0.851428571,0.017278618,0
3.70728E-7,0.000536863,0.000012241,0.828571429,0.017278618,0
5.15308E-7,0.001038504,0.000017014,0.797142857,0.017278618,0
7.91549E-7,0.002532635,0.000026135,0.731428571,0.017278618,0
1.24802E-6,0.005011404,0.000041206,0.662857143,0.017278618,0
1.91785E-6,0.010026062,0.00006332,0.574285714,0.017278618,0
5.65758E-6,0.025151133,0.000186769,0.437142857,0.017278618,0
1.41453E-5,0.051146521,0.000466838,0.357142857,0.017278618,0
3.88488E-5,0.102860279,0.001281082,0.291428571,0.019438445,0
1.38697E-4,0.206480994,0.004558684,0.254285714,0.023758099,0
2.35187E-4,0.308628732,0.007705652,0.24,0.023758099,0
3.21579E-4,0.425698958,0.010506474,0.228571429,0.025917927,0
6.09518E-4,0.519815707,0.019728244,0.222857143,0.03887689,0
6.65144E-4,0.604263076,0.021490003,0.217142857,0.041036717,0
7.51261E-4,0.729074883,0.024205011,0.214285714,0.043196544,0
8.09088E-4,0.810658585,0.026019666,0.211428571,0.045356371,0
8.19281E-4,0.973834917,0.026338824,0.205714286,0.045356371,0
8.48821E-4,1.058717037,0.027262618,0.202857143,0.045356371,0
9.06195E-4,1.107334036,0.029051816,0.2,0.047516199,0
9.9088E-4,1.254044512,0.031680752,0.197142857,0.051835853,0
1.02489E-3,1.356533679,0.032732581,0.194285714,0.051835853,0
1.04004E-3,1.460537264,0.033200192,0.191428571,0.05399568,0
1.12767E-3,1.573304633,0.035897355,0.188571429,0.056155508,0
1.20897E-3,1.810098359,0.038386037,0.182857143,0.056155508,0
1.32969E-3,2.062619102,0.042057713,0.177142857,0.058315335,0
1.35093E-3,2.336983769,0.042700687,0.171428571,0.060475162,0
1.41278E-3,2.575921868,0.044568639,0.165714286,0.060475162,0
1.48376E-3,2.754637796,0.046703332,0.162857143,0.062634989,0
1.59381E-3,3.080513628,0.049994043,0.157142857,0.066954644,0
1.75802E-3,3.423789111,0.05486246,0.151428571,0.069114471,0
2.0232E-3,3.626109448,0.062619715,0.148571429,0.071274298,0
2.0648E-3,3.832589344,0.063824961,0.145714286,0.073434125,0
2.18616E-3,4.051205117,0.067323727,0.142857143,0.073434125,0
2.20443E-3,4.271648594,0.067848389,0.14,0.073434125,0
2.46769E-3,4.518417232,0.075340345,0.137142857,0.079913607,0
2.62506E-3,4.780923462,0.079761911,0.134285714,0.082073434,0
2.70425E-3,5.0513487,0.081970847,0.131428571,0.084233261,0
3.24879E-3,5.376227607,0.096877698,0.128571429,0.09287257,0
3.26951E-3,5.70317823,0.097435283,0.125714286,0.09287257,0
3.4119E-3,6.023222485,0.101249071,0.122857143,0.09287257,0
3.45019E-3,6.390371133,0.102269088,0.12,0.095032397,0
3.94716E-3,6.571223139,0.115301813,0.117142857,0.099352052,0
4.57126E-3,6.798333657,0.131141696,0.117142857,0.118790497,0
