background,x,y,elev,ndvi,slope,canopy_h,bio1,bio2,dist_patrol,dist_rd,dist_vlg,dist_water
background,95.7214312933168,25.7352573931409,195.462899945488,0.691484813287079,5.27710018991312,27.4134568280104,23.5838762590927,23.5838762590927,20973.0186922978,21054.9383266228,27177.8874780031,183.65510228544
background,95.4851172933168,25.7328183931409,154.493655788334,0.718445700749593,2.86354976142141,21.9169047290605,23.6697321518485,23.6697321518485,5424.65692763119,7971.1529712752,3573.69805707242,1074.35135217839
background,95.6913332933168,25.7317343931409,180.344981149364,0.495011330944964,12.6466740766095,11.6685046671486,23.4717870520432,23.4717870520432,17941.3340472657,18772.468968563,24142.5623907887,48.8760987991261
background,95.6856712933168,25.7303793931409,202.147531835801,0.738676586705585,13.1539392977331,25.0545324351916,23.5048638507437,23.5048638507437,17353.5437367427,18306.6457572022,23569.3673589668,100.547682790017
background,95.6767312933168,25.7208943931409,200.795938760393,0.701342439438613,6.67841192538275,32.8419280703038,23.5371446781973,23.5371446781973,16255.6542078063,16927.0154745733,22662.5382818886,209.251622051829
background,95.5068712933168,25.7149323931409,155.01376017941,0.746685709349362,7.14971880366753,19.2967085238746,23.7270669606151,23.7270669606151,2586.62222673851,8185.39269643299,5688.56709409453,341.607334714899
background,95.7226232933168,25.7135773931409,204.015003379779,0.677993954905212,6.77849498504763,32.245759149797,23.5600650911644,23.5600650911644,20700.5090788249,19488.1906200219,27291.5772202089,295.45031854469
background,95.4621712933168,25.7130353931409,174.811576814871,0.674208065013859,7.68811456677245,26.0548779227771,23.6718847733331,23.6718847733331,5965.94981063991,4880.37643250988,1617.44279663096,1381.63940602707
background,95.7083192933168,25.7116803931409,259.958205134211,0.742025614264784,9.04073986025722,26.1860295844872,23.4952612171641,23.4952612171641,19250.1335276052,18280.9035745385,25866.6617858416,706.071733606639
background,95.5095532933168,25.6954203931409,198.968696124095,0.718911464251485,14.1333857775875,28.7052069506855,23.6401154399563,23.6401154399563,833.211880646568,7487.68801235081,6653.62678185217,52.9711937287916
background,95.7229212933168,25.6935233931409,204.981003523919,0.671019285326816,32.568914101701,24.7716984579976,23.5619100213547,23.5619100213547,20614.9558836141,18136.8980996851,27503.6066586943,110.922232342498
