Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.72265E-11,0.000000003,0,0.88,0.027231467,0
1.56119E-10,0.000000018,0.000000002,0.875,0.027231467,0
4.19078E-10,0.00000006,0.000000006,0.87,0.027231467,0
8.9238E-10,0.000000149,0.000000012,0.865,0.027231467,0
1.77747E-9,0.000000327,0.000000023,0.86,0.027231467,0
6.13503E-9,0.00000127,0.000000081,0.85,0.027231467,0
2.82176E-8,0.000004928,0.000000372,0.84,0.027231467,0
9.8208E-8,0.000014749,0.000001296,0.835,0.027231467,0
1.72412E-7,0.00003199,0.000002276,0.83,0.027231467,0
1.82773E-7,0.000050268,0.000002413,0.825,0.027231467,0
1.9643E-7,0.000108072,0.000002593,0.81,0.027231467,0
2.6657E-7,0.000250715,0.000003519,0.78,0.027231467,0
3.36197E-7,0.000531582,0.000004438,0.735,0.027231467,0
4.1345E-7,0.001019065,0.000005457,0.67,0.027231467,0
8.83887E-7,0.002548863,0.000011667,0.54,0.027231467,0
2.14325E-6,0.005210001,0.000028289,0.445,0.027231467,0
4.7625E-6,0.010259811,0.000062859,0.37,0.031770045,0
1.40285E-5,0.025375086,0.000185138,0.285,0.042360061,0
3.87902E-5,0.052965924,0.000511755,0.24,0.062027231,0
1.10276E-4,0.100755343,0.00145349,0.205,0.080181543,0
4.1853E-4,0.201321817,0.005494101,0.19,0.113464448,0
7.60748E-4,0.360489958,0.009941778,0.18,0.1301059,0
8.00615E-4,0.448424866,0.010457329,0.175,0.131618759,0
8.68952E-4,0.533600862,0.011339794,0.17,0.134644478,0
9.29577E-4,0.617295674,0.012121365,0.165,0.137670197,0
1.08686E-3,0.713413423,0.014143286,0.16,0.145234493,0
1.18387E-3,0.755420181,0.015386187,0.155,0.149773071,0
1.41098E-3,0.817816338,0.018283883,0.155,0.158850227,0
1.78725E-3,0.921193168,0.023047379,0.155,0.172465961,0
1.89679E-3,1.112105411,0.02442536,0.15,0.17397882,0
2.01603E-3,1.313708173,0.025921074,0.145,0.17397882,0
2.05458E-3,1.518278481,0.02640373,0.14,0.17397882,0
2.73613E-3,1.767778894,0.034857094,0.135,0.180030257,0
3.44234E-3,2.113897702,0.043462872,0.13,0.186081694,0
4.19238E-3,2.57367245,0.052436187,0.125,0.189107413,0
4.47177E-3,2.886603945,0.0557359,0.12,0.190620272,0
4.60337E-3,3.034009802,0.057282274,0.12,0.192133132,0
5.12381E-3,3.546390831,0.063348104,0.115,0.193645991,0
5.72564E-3,4.118954953,0.070265997,0.11,0.193645991,0
6.79847E-3,4.798802076,0.082347754,0.105,0.19667171,0
7.60432E-3,5.559233958,0.091218353,0.1,0.19667171,0
7.65809E-3,5.751567283,0.091804138,0.095,0.19667171,0
7.82302E-3,6.341536224,0.093596289,0.095,0.198184569,0
8.11317E-3,7.152853195,0.096731876,0.09,0.198184569,0
9.40291E-3,8.093144165,0.110411382,0.085,0.199697428,0
9.40346E-3,9.033490291,0.110417144,0.08,0.199697428,0
1.04321E-2,9.581584236,0.121033399,0.075,0.199697428,0
1.08141E-2,9.785123962,0.124911607,0.075,0.202723147,0
1.15759E-2,10.191081791,0.132545344,0.075,0.207261725,0
1.21817E-2,11.045199535,0.138520462,0.07,0.207261725,0
1.24596E-2,11.437037693,0.141234173,0.07,0.208774584,0
1.44985E-2,12.886886933,0.160633723,0.065,0.208774584,0
1.52646E-2,14.413348013,0.167698371,0.06,0.208774584,0
1.58533E-2,15.232984905,0.173046498,0.055,0.208774584,0
1.61456E-2,15.639984549,0.175676712,0.055,0.210287443,0
1.63868E-2,15.975831746,0.17783454,0.055,0.213313162,0
1.64458E-2,16.057925527,0.178360278,0.055,0.214826021,0
1.85087E-2,17.253588057,0.196341055,0.05,0.214826021,0
1.9875E-2,18.045421179,0.207821928,0.05,0.21633888,0
2.10872E-2,18.381814793,0.217737485,0.045,0.21633888,0
2.2591E-2,18.79912641,0.229698494,0.045,0.21785174,0
2.46733E-2,19.376974762,0.245669431,0.045,0.219364599,0
2.60073E-2,19.74716575,0.255557529,0.045,0.220877458,0
2.65627E-2,19.901306221,0.259598717,0.045,0.222390318,0
3.09143E-2,21.108876585,0.289801931,0.045,0.223903177,0
3.24288E-2,21.739824042,0.299743725,0.04,0.225416036,0
3.37275E-2,22.30184015,0.308049715,0.04,0.228441755,0
4.00511E-2,25.038468039,0.345832205,0.04,0.231467474,0
4.28698E-2,29.48053508,0.361376037,0.035,0.232980333,0
5.63536E-2,35.115890734,0.426555241,0.03,0.232980333,0
5.66548E-2,35.592379051,0.427859823,0.025,0.232980333,0
6.01567E-2,41.131564411,0.442601244,0.025,0.234493192,0
6.89041E-2,43.818920244,0.476305287,0.02,0.234493192,0
8.91871E-2,50.050273012,0.540702525,0.02,0.236006051,0
9.05493E-2,59.105203572,0.544464584,0.015,0.236006051,0
9.27322E-2,68.378428496,0.550366402,0.01,0.236006051,0
9.67143E-2,68.941871253,0.560747589,0.005,0.236006051,0
1.13791E-1,71.358116737,0.600319953,0.005,0.237518911,0
1.1743E-1,71.87306719,0.607849264,0.005,0.23903177,0
1.2141E-1,72.436127574,0.615763892,0.005,0.240544629,0
1.21965E-1,72.514620219,0.616841918,0.005,0.242057489,0
1.72667E-1,79.688688212,0.695042088,0.005,0.243570348,0
2.21244E-1,86.562026482,0.744920008,0.005,0.245083207,0
2.39277E-1,89.113578586,0.759520998,0.005,0.246596067,0
2.46571E-1,90.145702238,0.764963132,0.005,0.248108926,0
