x,y,IDP.event_PA3_RUN1 logistic values
95.7229212933168,25.6935233931409,0.0
95.5557432933168,25.6872903931409,0.0
95.5947812933168,25.6577513931409,0.0
95.7261992933168,25.6507053931409,0.0
95.8892052933168,25.6501633931409,0.0
95.4472712933168,25.6401363931409,0.0
95.9401632933168,25.6336323931409,0.0
95.7500392933168,25.6314643931409,0.0
95.6457392933168,25.6241473931409,0.0
95.6582552933168,25.6179143931409,0.0
95.6937172933168,25.6119523931409,0.0
95.7345432933168,25.5992153931409,0.0
95.8602992933168,25.5845813931409,0.0
95.5822652933168,25.5775353931409,0.0
95.7369272933168,25.5761803931409,0.0
95.8683452933168,25.5729283931409,0.0
95.5110432933168,25.5715733931409,0.0
95.6362032933168,25.5639853931409,0.0
95.5891192933168,25.5442023931409,0.0
95.7458672933168,25.5423053931409,0.0
95.4532312933168,25.5366143931409,0.0
95.8370552933168,25.5276713931409,0.0
95.7315632933168,25.5274003931409,0.0
95.8632792933168,25.5274003931409,0.0
95.7363312933168,25.5179153931409,0.0
95.5184932933168,25.4959643931409,0.0
95.6516992933168,25.4935253931409,0.0
95.6123632933168,25.4794333931409,0.0
95.5024012933168,25.4704903931409,0.0
95.4764752933168,25.4675093931409,0.0
95.6791152933168,25.4623603931409,0.0
95.4544232933168,25.4439323931409,0.0
95.7336492933168,25.4274013931409,0.0
95.5104472933168,25.4271303931409,0.0
95.7235172933168,25.4244203931409,0.0
95.7321592933168,25.4236073931409,0.0
95.7223252933168,25.4200843931409,0.47868693
95.7455692933168,25.4146643931409,0.0
95.6990812933168,25.4089733931409,0.0
95.4097232933168,25.4073473931409,0.0
95.4997192933168,25.4073473931409,0.0
95.6904392933168,25.4027403931409,0.0
95.7440792933168,25.4027403931409,0.0
95.7074252933168,25.3894613931409,0.0
95.5026992933168,25.3826863931409,0.0
95.4267092933168,25.3794343931409,0.0
95.7297752933168,25.3786213931409,0.0
95.4204512933168,25.3699493931409,0.0
95.4559132933168,25.3550443931409,0.0
95.5614052933168,25.3545023931409,0.064117685
95.7086172933168,25.3493533931409,0.0
95.7381192933168,25.3493533931409,0.0
95.7422912933168,25.3455593931409,1.5E-44
95.4225372933168,25.3414943931409,0.0
95.6177272933168,25.3333643931409,0.0
95.5575312933168,25.3295703931409,0.117993824
95.4869052933168,25.3190013931409,0.33598575
95.6469312933168,25.3162913931409,0.0
95.4851172933168,25.2986763931409,0.0
95.3542952933168,25.2867523931409,0.0
95.4106172933168,25.2816033931409,0.0
95.4067432933168,25.2685953931409,0.0
95.4723032933168,25.2536903931409,0.0
95.4708132933168,25.2116853931409,0.0
95.4341592933168,25.2106013931409,0.0
95.4231332933168,25.2022003931409,0.0
95.4240272933168,25.1835013931409,0.6271474
95.4344572933168,25.1813333931409,0.0
95.4243252933168,25.1504393931409,6.214964E-32
95.3328392933168,25.1341793931409,0.0
