species,X,Y,elev,ndvi,slope,canopy_h,bio1,bio2,dist_patrol,dist_rd,dist_vlg,dist_water
IDP.event_PA4_RUN1,95.382,25.264,208.20932873779,0.756186156728484,12.4847848918075,27.5128614065044,23.692957348939,23.692957348939,9998.60038521011,5788.88079803537,10281.3619490271,125.730729859773
IDP.event_PA4_RUN1,95.352,25.239,250.408795780826,0.725018188673311,2.62032309198546,30.1622763777429,23.6937589120483,23.6937589120483,7312.74011223081,8929.79349368495,10016.4849527564,1692.74535929352
IDP.event_PA4_RUN1,95.365,25.222,256.836421635372,0.709057992992935,6.09140120098107,32.61270221629,23.6392669918887,23.6392669918887,8490.49010119548,10314.4712466743,12324.1104655533,1825.1379475454
IDP.event_PA4_RUN1,95.443,25.327,258.928113076197,0.704326592914233,7.16022604051773,29.5606400054837,23.6343280154933,23.6343280154933,6072.75598514207,16.8462768435711,9599.18361987708,1086.89568385273
IDP.event_PA4_RUN1,95.482,25.296,244.367056527979,0.72177955393457,5.54930624980612,31.0916423524392,23.5951372576395,23.5951372576395,5024.19548379571,71.71444652187,14773.551150934,1582.05395224834
IDP.event_PA4_RUN1,95.5,25.29,293.532308968194,0.715085933093998,3.88858576386748,30.4953555673747,23.4966395407869,23.4966395407869,4007.16036413356,37.2039850574636,16640.143350346,1946.06720704818
IDP.event_PA4_RUN1,95.488,25.26,229.199821128612,0.741408893782548,4.38975702787226,19.320518539588,23.581234593202,23.581234593202,7420.90604395818,3513.25529733439,17771.4871855137,2348.18831599685
IDP.event_PA4_RUN1,95.426,25.257,260.470631055866,0.719015574407879,2.99653246673919,31.7801769665253,23.5325915225786,23.5325915225786,12095.2003676044,3596.73407764319,14058.7634099132,1008.19322183708
IDP.event_PA4_RUN1,95.339,25.252,218.845835072205,0.703236993425922,4.9322922430186,31.2274893573572,23.7298821656051,23.7298821656051,5721.54011147157,6997.21895945217,8101.8880123154,1332.68592195158
IDP.event_PA4_RUN1,95.552,25.309,262.422993730262,0.720202977736959,2.50798879008651,31.762433784787,23.5860788516451,23.5860788516451,2745.38300237147,58.3690227063541,17720.5064521528,868.654577660462
IDP.event_PA4_RUN1,95.542,25.314,233,0.724357417180432,1.026721181264,31.6942208783747,23.679649036563,23.679649036563,1634.33313600124,8.43257274088,18860.3683542213,668.856364005499
IDP.event_PA4_RUN1,95.518,25.313,247.681411375771,0.686003989187016,1.9670430941712,30.5349408924836,23.664990066536,23.664990066536,955.439094306711,0.71757277718598,17062.2261585082,636.054408570709
IDP.event_PA4_RUN1,95.507,25.304,272.247465766563,0.737218953840859,8.46230823980732,27.9927866273941,23.5561223944354,23.5561223944354,2430.04738099146,32.4513001924754,16462.8977804348,1257.16947251454
IDP.event_PA4_RUN1,95.503,25.314,272.793959904534,0.678785309173796,3.03782409830188,33.7421599516699,23.5673853215033,23.5673853215033,2360.47746701083,37.143645440097,15633.9027017099,1305.24335231461
IDP.event_PA4_RUN1,95.494,25.319,250.283824208885,0.678476224957701,8.80578455986565,31.9984150792101,23.5765083463329,23.5765083463329,3241.38157024712,36.7741224762428,14592.2400423197,992.534244359417
IDP.event_PA4_RUN1,95.484,25.327,217.841114844718,0.713351593431202,3.64030046308429,30.0202643205794,23.7153692759745,23.7153692759745,4394.74338754978,32.8193914056601,13304.8460348042,153.916280843783
IDP.event_PA4_RUN1,95.543,25.344,262.764701910679,0.705588771116226,3.04715788298513,30.5645461572733,23.5187652568762,23.5187652568762,3405.3156750347,109.173507144558,18565.3767192699,2005.65398784785
IDP.event_PA4_RUN1,95.542,25.377,209.386103163219,0.702832591308615,1.57325953189001,29.5106659654399,23.6792378165398,23.6792378165398,6811.81219808787,8.9500399986282,17586.0403712962,311.107504022563
IDP.event_PA4_RUN1,95.521,25.378,226.096216660649,0.666376330100218,4.3944172706235,30.4835814505935,23.6554893311784,23.6554893311784,6763.17883837048,11.5374789171929,15594.2426968891,948.158950316669
IDP.event_PA4_RUN1,95.495,25.351,252.624485150022,0.735540933297845,5.752639534264,30.6426058159132,23.6042912508004,23.6042912508004,4885.65491263204,2340.83193082748,13671.1522140068,1761.21376061718
IDP.event_PA4_RUN1,95.495,25.363,250.473295388178,0.725473740212678,7.2974368500612,30.4517039056572,23.6220690780047,23.6220690780047,5957.83490495079,1196.34637180801,13517.3576136564,2179.70047852317
IDP.event_PA4_RUN1,95.507,25.294,284.690308231118,0.707518285316428,3.54062269947291,31.8056603577529,23.5720182622358,23.5720182622358,3221.48289896669,6.38297203183174,16993.9537805765,1181.96707255273
IDP.event_PA4_RUN1,95.494,25.292,261.721330614518,0.716524399440866,7.27168348382329,31.9127528784776,23.5098774074917,23.5098774074917,4284.5541174616,11.5638648667373,16022.0630851401,2242.50492095882
IDP.event_PA4_RUN1,95.482,25.297,250.381225622206,0.686327370023851,1.34433178501243,33.1323979377928,23.597598493055,23.597598493055,4968.935012165,13.9373469300335,14706.0904028942,1463.20693104493
IDP.event_PA4_RUN1,95.47,25.3,239.284602007325,0.710559363322476,3.6434980859742,33.2220269284444,23.6275622893134,23.6275622893134,5979.6020321179,57.5777049065486,13507.0422778683,1023.00159580879
IDP.event_PA4_RUN1,95.445,25.275,271.634930987229,0.721508960141894,3.48241071824969,29.9446152841249,23.57745789417,23.57745789417,9427.6749032137,1161.67812331475,13590.0600857836,462.627952239237
IDP.event_PA4_RUN1,95.434,25.266,248.089477435147,0.667431213840059,2.11403624296044,29.7207228479481,23.5980638341565,23.5980638341565,10903.8935368004,2384.5128842228,13778.9856928886,367.385672344912
IDP.event_PA4_RUN1,95.69,25.492,228.847478457838,0.717517171199359,5.30426991265526,29.1973712771944,23.6028153891333,23.6028153891333,25438.2762600128,16.489752416499,19356.5659459217,183.83136494665
IDP.event_PA4_RUN1,95.7,25.49,225.471337318981,0.736819365579774,8.97366839172172,28.3047356586563,23.5679708118223,23.5679708118223,25936.0088643998,15.6495598526672,18620.3017346689,387.931342104336
IDP.event_PA4_RUN1,95.656,25.513,214.287987454069,0.707421400395439,2.23931466034359,30.7273477164275,23.5883988012239,23.5883988012239,22758.7890460241,11.0686524401603,23316.0022336009,747.004945274665
IDP.event_PA4_RUN1,95.378,25.103,423.530572728916,0.720751427275907,6.38246307829781,20.4093407281761,23.168756517469,23.168756517469,14189.2480482046,21274.2897536458,24775.9860067717,2929.90826872416
IDP.event_PA4_RUN1,95.4,25.221,274.816235090719,0.70938486698461,6.46093627803752,28.77316048643,23.6498620941694,23.6498620941694,11862.7752682832,8361.19223010167,14685.5629148514,588.004039190559
IDP.event_PA4_RUN1,95.405,25.249,268.978256756375,0.644695103107645,7.03194666389473,32.7272519448583,23.556131442453,23.556131442453,12352.8107809102,5506.06520402809,13119.661407552,1133.10190093364
IDP.event_PA4_RUN1,95.565,25.303,259.996503819775,0.696340905196561,4.87890431385986,32.0389097503164,23.5780959188298,23.5780959188298,4215.02008280801,31.4045904659834,16258.8882161782,1411.41506208953
IDP.event_PA4_RUN1,95.659,25.3,237.326096798496,0.707850572396474,8.10009783658327,29.679141109846,23.4695675509569,23.4695675509569,13501.0174212316,982.80647971633,8643.22768671525,1616.70884275219
IDP.event_PA4_RUN1,95.491,25.321,254.025101545656,0.692815766351735,4.3106554730999,30.3127591408657,23.6048849641221,23.6048849641221,3558.78247639685,8.08694729812279,14233.5175782551,731.18762762578
IDP.event_PA4_RUN1,95.652,25.315,258.023868845819,0.732317700533838,3.76073354368785,27.1952061499222,23.5114961368573,23.5114961368573,12676.8951261731,29.9587972381411,9880.01242204697,340.493593998253
IDP.event_PA4_RUN1,95.499,25.374,246.763746313352,0.716067327737654,4.75185506568833,30.7713664505669,23.6179682706239,23.6179682706239,6856.1615885985,33.9124879504786,13879.3970218221,1983.80713404752
IDP.event_PA4_RUN1,95.507,25.305,277.800887380032,0.740682501360731,9.39932842557081,27.7245362305136,23.557309273098,23.557309273098,2377.11836626457,0.879870637065622,16422.3816351494,1260.69714308392
IDP.event_PA4_RUN1,95.486,25.327,222.777886957399,0.683507592574897,1.88118790074392,29.5678193966222,23.6992033027779,23.6992033027779,4191.59002804166,0,13500.491425491,167.992328446855
IDP.event_PA4_RUN1,95.529,25.35,274.13298060648,0.741807160910925,12.3223168905047,29.4964145394507,23.5699921379792,23.5699921379792,3629.22276073057,1394.11616477587,17071.2201298146,869.948913058275
IDP.event_PA4_RUN1,95.47,25.299,235.752006932612,0.760477917633726,8.25308610801331,28.6088169650448,23.6302724439849,23.6302724439849,6019.02066052234,13.6708849619482,13577.5291563525,939.660591157443
IDP.event_PA4_RUN1,95.46,25.291,227.928576141794,0.700122094808234,2.50558191878258,28.8185132755508,23.7167244690254,23.7167244690254,7261.60966871725,33.8973182296239,13353.1029570189,296.987559662433
IDP.event_PA4_RUN1,95.447,25.286,256.930517320892,0.695370017798163,2.10523566766176,32.8522142930225,23.6434878563849,23.6434878563849,8700.58459041632,2.99975435593223,12812.0070567324,425.536264842465
IDP.event_PA4_RUN1,95.445,25.274,270.422632624009,0.748883621209298,8.14289320156254,22.3712342403714,23.5796252599597,23.5796252599597,9487.78796309081,1281.78740298819,13684.3729853735,571.221696923138
IDP.event_PA4_RUN1,95.469,25.275,272.572538859106,0.721413118898436,8.15146799919091,28.9013630617364,23.5755721632681,23.5755721632681,7413.82738521825,1808.1005818851,15221.134230818,539.608858318454
