Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.03027E-5,0.001030269,0.001066809,0.922,0.010590015,0
1.3025E-5,0.003630418,0.00134832,0.92,0.010590015,0
1.41924E-5,0.00504966,0.001468987,0.919,0.010590015,0
1.64642E-5,0.011560285,0.001703726,0.915,0.010590015,0
1.8075E-5,0.025534428,0.001870102,0.907,0.010590015,0
1.91835E-5,0.051489913,0.001984565,0.893,0.010590015,0
2.17092E-5,0.100573396,0.00224526,0.869,0.010590015,0
2.5658E-5,0.201791716,0.002652582,0.826,0.010590015,0
2.87489E-5,0.301991142,0.00297118,0.789,0.010590015,0
3.23766E-5,0.402165462,0.003344841,0.756,0.010590015,0
3.55399E-5,0.50104703,0.00367045,0.727,0.010590015,0
3.79952E-5,0.600600005,0.003923026,0.7,0.010590015,0
4.06778E-5,0.703229131,0.004198841,0.674,0.010590015,0
4.23304E-5,0.75323301,0.00436868,0.662,0.010590015,0
4.42197E-5,0.800773093,0.004562778,0.651,0.010590015,0
4.76747E-5,0.901695729,0.004917528,0.629,0.010590015,0
5.04587E-5,1.004624094,0.005203196,0.608,0.010590015,0
5.39461E-5,1.104228194,0.005560809,0.589,0.010590015,0
5.63151E-5,1.203846821,0.005803595,0.571,0.010590015,0
5.97855E-5,1.302733774,0.006159037,0.554,0.010590015,0
6.20452E-5,1.400295826,0.006390333,0.538,0.010590015,0
6.5548E-5,1.502850034,0.006748671,0.522,0.010590015,0
7.12367E-5,1.756169468,0.007330073,0.485,0.010590015,0
7.70408E-5,2.007418941,0.007922572,0.451,0.010590015,0
8.48481E-5,2.258310885,0.008718446,0.42,0.010590015,0
9.68613E-5,2.503912037,0.009940569,0.393,0.012102874,0
1.05808E-4,2.755847413,0.010848823,0.368,0.015128593,0
1.14087E-4,3.008920633,0.011687707,0.345,0.015128593,0
1.22363E-4,3.256977112,0.012524914,0.324,0.018154312,0
1.38699E-4,3.506885219,0.014173403,0.305,0.018154312,0
1.59865E-4,3.760667536,0.016301022,0.288,0.018154312,0
1.77155E-4,4.01550662,0.018032298,0.273,0.019667171,0
2.01374E-4,4.262278568,0.020447091,0.26,0.037821483,0
2.28452E-4,4.502604622,0.023132861,0.249,0.045385779,0
2.51489E-4,4.751838732,0.025406319,0.238,0.055975794,0
2.74513E-4,5.007924193,0.027667941,0.229,0.062027231,0
3.07135E-4,5.274165213,0.030854473,0.22,0.071104387,0
3.45758E-4,5.503868682,0.034600253,0.213,0.072617247,0
3.65748E-4,5.750500846,0.036527545,0.206,0.072617247,0
4.13789E-4,6.026510583,0.041128135,0.199,0.072617247,0
4.36911E-4,6.282392491,0.0433268,0.193,0.072617247,0
4.77752E-4,6.514587276,0.047185713,0.188,0.072617247,0
6.16482E-4,6.798441643,0.060064534,0.183,0.080181543,0
7.02576E-4,7.02945492,0.067883409,0.179,0.084720121,0
7.47411E-4,7.268370096,0.071903906,0.176,0.08774584,0
8.34163E-4,7.530892621,0.079585505,0.173,0.093797277,0
8.80158E-4,7.790231548,0.083606943,0.17,0.095310136,0
9.28698E-4,8.000399858,0.087812885,0.167,0.096822995,0
1.02331E-3,8.273356102,0.095901013,0.165,0.099848714,0
1.09966E-3,8.537219937,0.102323664,0.162,0.102874433,0
1.13712E-3,8.824313151,0.105441986,0.16,0.105900151,0
1.16423E-3,9.055667421,0.107685417,0.158,0.107413011,0
1.18986E-3,9.292992202,0.1097958,0.156,0.107413011,0
1.20337E-3,9.532918214,0.110903732,0.154,0.107413011,0
1.22006E-3,9.776440007,0.112269532,0.152,0.107413011,0
1.25227E-3,10.025453444,0.11489292,0.15,0.10892587,0
1.29991E-3,10.283641786,0.118745209,0.148,0.110438729,0
1.3241E-3,10.546339937,0.120687849,0.146,0.111951589,0
1.33708E-3,10.813511099,0.121726937,0.144,0.111951589,0
1.40569E-3,11.089799416,0.127179094,0.142,0.113464448,0
1.4731E-3,11.383052332,0.132469983,0.14,0.114977307,0
1.51661E-3,11.534713161,0.135850733,0.139,0.116490166,0
1.52098E-3,11.838767908,0.136189084,0.137,0.116490166,0
1.53827E-3,12.145849775,0.137524197,0.135,0.116490166,0
1.57243E-3,12.303092999,0.140150369,0.134,0.118003026,0
1.59383E-3,12.574397295,0.141786979,0.132,0.118003026,0
1.6011E-3,12.780966187,0.142341914,0.131,0.119515885,0
1.64731E-3,13.11030526,0.145850669,0.129,0.121028744,0
1.65139E-3,13.275444407,0.146159366,0.128,0.121028744,0
1.6655E-3,13.608433144,0.147224032,0.126,0.121028744,0
1.67987E-3,13.776420171,0.148306118,0.125,0.121028744,0
1.71089E-3,14.080409169,0.150632084,0.123,0.121028744,0
1.72111E-3,14.289542347,0.151395659,0.122,0.122541604,0
1.73609E-3,14.63634616,0.152512587,0.12,0.122541604,0
1.74032E-3,14.810377704,0.152826936,0.119,0.122541604,0
1.75535E-3,15.161312885,0.153943707,0.117,0.122541604,0
1.7994E-3,15.341252677,0.157199693,0.116,0.122541604,0
1.80001E-3,15.521254158,0.157245112,0.115,0.122541604,0
1.83835E-3,15.886771276,0.16005799,0.113,0.124054463,0
1.84312E-3,16.071083599,0.160406895,0.112,0.124054463,0
