Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.75848E-11,0.000000002,0,0.771428571,0.136069114,0
3.27032E-8,0.000003271,0.000000462,0.77,0.136069114,0
1.21628E-7,0.000012165,0.000001717,0.77,0.142548596,0
2.12286E-7,0.000033393,0.000002997,0.768571429,0.142548596,0
2.14989E-7,0.000054892,0.000003035,0.767142857,0.142548596,0
2.21484E-7,0.000121153,0.000003127,0.762857143,0.142548596,0
2.26377E-7,0.000278077,0.000003196,0.752857143,0.142548596,0
2.35334E-7,0.000509379,0.000003322,0.738571429,0.142548596,0
2.56318E-7,0.00100401,0.000003619,0.71,0.142548596,0
2.99074E-7,0.002528226,0.000004222,0.631428571,0.142548596,0
4.12875E-7,0.005022661,0.000005829,0.528571429,0.142548596,0
8.02201E-7,0.010078309,0.000011325,0.401428571,0.144708423,0
2.50725E-6,0.025165766,0.000035396,0.265714286,0.159827214,0
1.05805E-5,0.050496656,0.000149354,0.195714286,0.192224622,0
2.53945E-5,0.10250529,0.000358392,0.155714286,0.207343413,0
6.87412E-5,0.202882578,0.000969548,0.122857143,0.261339093,0
1.15681E-4,0.305109597,0.001630524,0.108571429,0.26349892,0
1.4521E-4,0.411589023,0.002045879,0.097142857,0.26349892,0
1.91315E-4,0.501822079,0.002693717,0.09,0.280777538,0
2.38429E-4,0.611263735,0.003354847,0.082857143,0.289416847,0
2.55481E-4,0.711025546,0.003593918,0.077142857,0.291576674,0
2.60108E-4,0.762610868,0.003658771,0.074285714,0.291576674,0
2.75514E-4,0.816511917,0.003874643,0.071428571,0.293736501,0
2.94449E-4,0.902346269,0.004139835,0.067142857,0.293736501,0
3.73571E-4,1.004654018,0.005246408,0.062857143,0.300215983,0
5.77281E-4,1.107607632,0.008084185,0.06,0.315334773,0
6.43483E-4,1.232016599,0.009002919,0.057142857,0.3174946,0
7.07892E-4,1.302805837,0.009895148,0.055714286,0.3174946,0
1.12393E-3,1.41519844,0.015619764,0.054285714,0.319654428,0
1.19688E-3,1.534886295,0.016616775,0.052857143,0.321814255,0
1.70519E-3,1.818047723,0.023507925,0.05,0.330453564,0
2.03858E-3,2.057784833,0.027975516,0.048571429,0.339092873,0
2.20317E-3,2.298590075,0.030166125,0.047142857,0.3412527,0
2.36286E-3,2.534876221,0.032282036,0.045714286,0.343412527,0
2.42083E-3,2.758326496,0.033047848,0.044285714,0.345572354,0
3.07605E-3,3.085060257,0.041620235,0.042857143,0.358531317,0
3.94852E-3,3.47991194,0.052801798,0.041428571,0.360691145,0
4.05019E-3,3.884930573,0.054087844,0.04,0.360691145,0
4.55728E-3,4.340658984,0.060450465,0.038571429,0.360691145,0
4.66709E-3,4.807368309,0.061816996,0.037142857,0.360691145,0
4.6694E-3,5.274307854,0.061845603,0.035714286,0.360691145,0
4.75303E-3,5.749611339,0.062883735,0.034285714,0.360691145,0
4.76872E-3,5.760148045,0.063078166,0.032857143,0.360691145,0
5.15586E-3,6.020210287,0.067851568,0.032857143,0.362850972,0
5.58434E-3,6.308045293,0.073078345,0.032857143,0.365010799,0
5.85093E-3,6.893138328,0.076300842,0.031428571,0.365010799,0
6.36614E-3,7.52975197,0.082465483,0.03,0.365010799,0
6.65365E-3,8.195117394,0.085870106,0.028571429,0.365010799,0
6.93435E-3,8.776113387,0.0891697,0.027142857,0.365010799,0
7.28774E-3,9.623034724,0.093289992,0.025714286,0.367170626,0
7.86227E-3,10.36972247,0.099909737,0.024285714,0.367170626,0
8.6172E-3,11.274277736,0.108462533,0.022857143,0.369330454,0
8.92913E-3,11.719661088,0.111949199,0.021428571,0.369330454,0
9.26617E-3,12.200895084,0.115685995,0.021428571,0.371490281,0
9.36757E-3,12.273701787,0.116804017,0.02,0.371490281,0
1.07654E-2,13.277436843,0.131934199,0.02,0.375809935,0
1.13102E-2,14.294515384,0.137691458,0.018571429,0.377969762,0
1.45677E-2,15.113085576,0.170583285,0.017142857,0.38012959,0
1.5236E-2,15.259219206,0.177023671,0.017142857,0.386609071,0
1.75814E-2,15.772077928,0.198855863,0.017142857,0.393088553,0
2.08249E-2,16.48129375,0.227205953,0.017142857,0.399568035,0
2.09605E-2,16.510958205,0.228348103,0.017142857,0.401727862,0
2.31257E-2,18.82352696,0.246130179,0.015714286,0.401727862,0
2.65896E-2,21.000531861,0.27293467,0.014285714,0.401727862,0
2.75015E-2,21.573679573,0.279677548,0.014285714,0.403887689,0
2.93264E-2,24.50632208,0.292801984,0.012857143,0.403887689,0
3.33279E-2,27.839111282,0.319970257,0.011428571,0.403887689,0
3.52277E-2,31.36188527,0.332151691,0.01,0.403887689,0
3.94367E-2,35.305558175,0.35764378,0.008571429,0.403887689,0
4.17413E-2,39.479692726,0.370794246,0.007142857,0.403887689,0
4.69259E-2,41.496151727,0.398496661,0.005714286,0.403887689,0
4.90848E-2,42.335804641,0.40932554,0.005714286,0.406047516,0
5.12376E-2,43.173117407,0.419742811,0.005714286,0.408207343,0
5.55345E-2,44.844324402,0.439473595,0.005714286,0.410367171,0
5.6188E-2,45.0984924,0.44235743,0.005714286,0.412526998,0
